True_Label,Predicted_Label,Class_Probabilities
3,3,"[0.29184499381133544, 0.11323294632201526, 0.019793179844230478, 0.5751288800224186]"
3,3,"[0.3433701925348267, 0.14838389735153437, 0.09243106751429134, 0.41581484259934753]"
0,0,"[0.6533713049629019, 0.06935946023274116, 0.07917155178134451, 0.19809768302301253]"
0,0,"[0.517320945789669, 0.18525304454762412, 0.14730010419432837, 0.15012590546837842]"
3,0,"[0.3874382955051951, 0.18118945312393403, 0.25835296050435663, 0.17301929086651435]"
3,3,"[0.005093778972391625, 0.012515463905182794, 0.008337671980641831, 0.9740530851417839]"
1,1,"[0.08857160200004698, 0.7611306529589568, 0.12618245856791419, 0.024115286473081976]"
2,2,"[0.018410873789392688, 0.0008333333333333334, 0.9807557928772739, 0.0]"
2,2,"[0.025833333333333333, 0.006666666666666667, 0.9641666666666666, 0.0033333333333333335]"
0,0,"[0.9987892443933526, 0.001108076826148171, 0.00010267878049922724, 0.0]"
2,0,"[0.4198382669297335, 0.21694391418176281, 0.3237719632629277, 0.03944585562557602]"
1,1,"[0.145, 0.6183333333333333, 0.21583333333333332, 0.020833333333333332]"
0,3,"[0.3101029163045272, 0.10910007053172677, 0.02677123460518781, 0.5540257785585581]"
0,0,"[0.9513435356460779, 0.02213890333441725, 0.025602760394928533, 0.0009148006245762942]"
2,2,"[0.030852832272462733, 0.015, 0.9483138343942039, 0.005833333333333334]"
2,2,"[0.09177995403007806, 0.0175, 0.8870169123225249, 0.003703133647397049]"
1,1,"[0.05345426598056884, 0.9139730250295459, 0.01225167355572123, 0.020321035434163505]"
0,0,"[0.9024253797576921, 0.06926043779101324, 0.025768072498090357, 0.002546109953204332]"
0,0,"[0.6674284753567171, 0.17365522884676857, 0.06264044852818489, 0.09627584726832947]"
1,1,"[0.14589193620871613, 0.63436748880831, 0.04461254436480114, 0.1751280306181725]"
0,0,"[0.9733333333333334, 0.01, 0.0125, 0.004166666666666667]"
0,0,"[0.9638196851735567, 0.015194496001689236, 0.00647534737194455, 0.014510471452809558]"
2,0,"[0.3256372551889062, 0.252015168279728, 0.2173298713756239, 0.205017705155742]"
1,0,"[0.5191082136849073, 0.15801958125169066, 0.24444027919041464, 0.07843192587298746]"
0,0,"[0.6321512197604474, 0.1623680104999299, 0.04446665193029391, 0.1610141178093287]"
2,2,"[0.2414254518912207, 0.0775, 0.5598839904029663, 0.12119055770581295]"
0,0,"[0.6319004890660012, 0.10388970181142292, 0.05696250647442756, 0.20724730264814842]"
3,0,"[0.39809022806244126, 0.24100030365991268, 0.05971844464879588, 0.30119102362885025]"
0,0,"[0.8028531516464814, 0.040480181686851836, 0.14083333333333334, 0.015833333333333335]"
0,0,"[0.9612321528208785, 0.015248273241186399, 0.010119735736325524, 0.01339983820160962]"
0,0,"[0.7121512599571252, 0.1321275396086505, 0.061512024580423805, 0.09420917585380038]"
3,0,"[0.7725863806996434, 0.04257354765830592, 0.005, 0.17984007164205076]"
0,0,"[0.8754977246365998, 0.061971727551252326, 0.05998443785894357, 0.002546109953204332]"
0,0,"[0.6053526311595238, 0.2682242347500551, 0.05583333333333333, 0.07058980075708776]"
0,0,"[0.9673068153893273, 0.019938523917777253, 0.0052804342560522485, 0.007474226436842982]"
0,0,"[0.8790997814088871, 0.015441111224401656, 0.10454038259248744, 0.0009187247742237246]"
1,1,"[0.009549770744260288, 0.9730726804983116, 0.006139783387845415, 0.01123776536958292]"
0,0,"[0.9555192361722121, 0.027733464263954535, 0.013413966230499931, 0.0033333333333333335]"
0,0,"[0.7704539589842715, 0.15000588417615457, 0.005415651289021857, 0.07412450555055199]"
0,0,"[0.936026658399503, 0.02076862717015691, 0.022526439932401828, 0.020678274497938222]"
3,3,"[0.0127234377057907, 0.005327479655393384, 0.009223620959574434, 0.9727254616792416]"
1,1,"[0.06143227149056393, 0.8949389966573076, 0.03098893778846574, 0.012639794063662663]"
1,1,"[0.3128149093588757, 0.48127239807643435, 0.12033241729193478, 0.08558027527275511]"
3,0,"[0.5212591671784995, 0.12211207086578618, 0.06383449604898955, 0.29279426590672486]"
0,0,"[0.7241674483154082, 0.08058658205808422, 0.10845044003616318, 0.08679552959034426]"
0,0,"[0.9609294905723978, 0.023889543870174904, 0.002528082270383985, 0.012652883287043264]"
0,0,"[0.8636772800951298, 0.010965230829765365, 0.011708912920077025, 0.11364857615502792]"
3,3,"[0.010189567890307788, 0.01750301342639914, 0.0026110123749924588, 0.9696964063083008]"
0,0,"[0.9616924260525497, 0.008435168570974396, 0.025625411645721616, 0.00424699373075428]"
0,0,"[0.9728213007209134, 0.01112217984592212, 0.0050527828556190535, 0.011003736577545596]"
1,1,"[0.026763409519672945, 0.9507453226225854, 0.016230131958583957, 0.0062611358991586374]"
2,2,"[0.008333333333333333, 0.005, 0.9833333333333333, 0.0033333333333333335]"
3,3,"[0.0067156944689665005, 0.013404540084155148, 0.027517082880093854, 0.9523626825667846]"
0,0,"[0.7274549594069145, 0.17622018138721382, 0.026749802879965062, 0.06957505632590648]"
0,0,"[0.9983333333333333, 0.0008333333333333334, 0.0008333333333333334, 0.0]"
0,0,"[0.35277118353755166, 0.3446844251527503, 0.12193979069509145, 0.18060460061460668]"
0,0,"[0.9975, 0.0, 0.0008333333333333334, 0.0016666666666666668]"
1,1,"[0.053522578014911205, 0.9313883151291954, 0.010852899660320065, 0.00423620719557333]"
0,0,"[0.9440857291615714, 0.02339675088125953, 0.0125, 0.020017519957168998]"
3,3,"[0.3256236779766092, 0.10992661363455065, 0.028185513288170927, 0.5362641951006691]"
0,0,"[0.8812821841105095, 0.022540847023777132, 0.045283378570505364, 0.050893590295208034]"
1,1,"[0.052114651177985215, 0.929753446425478, 0.008861794099089073, 0.009270108297448489]"
1,1,"[0.34599181259882167, 0.5046701061938674, 0.042872984699309086, 0.1064650965080019]"
0,0,"[0.3163570768595736, 0.23318132477180314, 0.2896014114999531, 0.1608601868686702]"
2,2,"[0.39479162596820677, 0.041321499056730035, 0.46116442414844033, 0.10272245082662279]"
0,0,"[0.8258333333333333, 0.1, 0.035833333333333335, 0.03833333333333333]"
0,0,"[0.6312519564555975, 0.050754903259285285, 0.03106860787839918, 0.28692453240671806]"
3,3,"[0.3959773925864885, 0.10870277986505594, 0.020837408135348224, 0.47448241941310737]"
0,0,"[0.9695709072967253, 0.021100711273590658, 0.0035439078849023677, 0.005784473544781635]"
2,0,"[0.3251030323360729, 0.3164880757115295, 0.13106996308319394, 0.22733892886920368]"
3,3,"[0.2581693655059903, 0.038385326567982186, 0.00587315498015321, 0.6975721529458746]"
0,0,"[0.8718341148263811, 0.019695072736537693, 0.06821732373629968, 0.040253488700781624]"
0,0,"[0.9806651711153559, 0.005168162217977229, 0.013333333333333334, 0.0008333333333333334]"
0,0,"[0.9883333333333333, 0.008333333333333333, 0.0008333333333333334, 0.0025]"
3,3,"[0.16437571260677872, 0.12166666666666667, 0.04651884662150425, 0.6674387741050504]"
3,3,"[0.02303690976875696, 0.03739523067664139, 0.012581840657688725, 0.9269860188969129]"
2,0,"[0.5106788953509611, 0.1027061033526783, 0.33649085523038913, 0.050124146065971674]"
1,1,"[0.08567478669454809, 0.8242182997172278, 0.04707774803320507, 0.043029165555019004]"
0,0,"[0.6667404256841248, 0.10993524518097286, 0.10217184811593592, 0.12115248101896625]"
2,2,"[0.06833333333333333, 0.005833333333333334, 0.9183333333333333, 0.0075]"
0,0,"[0.7722764372592746, 0.12458661700817811, 0.05106399457216549, 0.05207295116038166]"
1,1,"[0.02610419497248159, 0.9580131389112678, 0.009672395212496824, 0.0062102709037533755]"
0,0,"[0.7226287358479783, 0.1752672573505063, 0.06203317855749546, 0.04007082824401997]"
0,0,"[0.8803826956973383, 0.08109773036472645, 0.007619735736325524, 0.03089983820160962]"
2,2,"[0.010865149661025732, 0.005770909084808921, 0.9791765031834891, 0.00418743807067627]"
3,3,"[0.1795881949309341, 0.00590450854942047, 0.0041905964749028544, 0.810316700044743]"
0,0,"[0.8704268276777729, 0.03363039473197695, 0.06097939207526464, 0.03496338551498533]"
2,2,"[0.06421361102934292, 0.010833333333333334, 0.9166057555145005, 0.008347300122823205]"
2,2,"[0.06875064529659894, 0.016724631767128198, 0.9106242819707007, 0.0039004409655722726]"
0,0,"[0.9255682687870092, 0.03029896920010816, 0.023767978421334057, 0.02036478359154858]"
0,0,"[0.9552901354626973, 0.03182991648879743, 0.005926227324033936, 0.006953720724471446]"
0,0,"[0.6570698472014979, 0.2555540838861088, 0.013079220536564231, 0.0742968483758295]"
0,0,"[0.9931736354080631, 0.002750999262703515, 0.0, 0.004075365329233297]"
0,0,"[0.9275068062012449, 0.031406278271072834, 0.0017089129200770251, 0.03937800260760503]"
1,1,"[0.02393888392710437, 0.954053230829932, 0.013721115715517552, 0.008286769527446412]"
3,3,"[0.0015031265233317547, 0.0036044578356897155, 0.0010011197091733069, 0.9938912959318054]"
3,3,"[0.17791402612944957, 0.057628347701339684, 0.01937237873196849, 0.7450852474372422]"
0,0,"[0.9157132560061669, 0.045697997710571155, 0.00953830889770856, 0.02905043738555304]"
2,2,"[0.22529097363910225, 0.1947515855371577, 0.5592346325166743, 0.020722808307065736]"
1,0,"[0.6246224679353833, 0.32472936645227973, 0.01440660504660335, 0.036241560565733834]"
0,0,"[0.834559149974271, 0.08978661704283768, 0.018730197944059886, 0.05692403503883139]"
3,3,"[0.3715843556596528, 0.07236117439576902, 0.07672392134693963, 0.4793305485976385]"
0,0,"[0.9999743807258323, 1.5082671958955174e-05, 1.0536602208694302e-05, 0.0]"
0,0,"[0.9141666666666667, 0.0325, 0.049166666666666664, 0.004166666666666667]"
1,0,"[0.4868418005493465, 0.31420470119560884, 0.1673627460315891, 0.031590752223455615]"
0,0,"[0.9459493429303669, 0.005833333333333334, 0.03571732373629969, 0.0125]"
0,0,"[0.960714051443144, 0.010903557400127545, 0.02588239115672835, 0.0025]"
1,1,"[0.32343491633976135, 0.5182241281069649, 0.04084095555327376, 0.1175]"
1,1,"[0.03305360502123948, 0.9312995322309127, 0.009606680058458649, 0.026040182689388507]"
2,2,"[0.19166666666666668, 0.02666666666666667, 0.77, 0.011666666666666667]"
0,0,"[0.5559305483010051, 0.18380548129415208, 0.07337717192972258, 0.1868867984751203]"
0,0,"[0.8910770318219742, 0.07635402501226095, 0.013333333333333334, 0.019235609832431465]"
0,0,"[0.7539867867564924, 0.12844921216652347, 0.04560059074982979, 0.07196341032715425]"
2,2,"[0.10508110323269289, 0.010833333333333334, 0.8832522301006405, 0.0008333333333333334]"
1,1,"[0.2309785869665786, 0.5325, 0.10913210299167238, 0.12738931004174905]"
0,0,"[0.6633381246150657, 0.213010506743304, 0.010408663925813437, 0.1132427047158167]"
1,1,"[0.11767576169294747, 0.49879336345104264, 0.27984595542567464, 0.1036849194303353]"
2,2,"[0.08533344040401655, 0.02, 0.8846665595959835, 0.01]"
1,1,"[0.24804699899019564, 0.6126777875286481, 0.07158865950073529, 0.06768655398042103]"
0,0,"[0.9423407740860298, 0.025008260848914273, 0.025799057269005707, 0.006851907796050274]"
3,3,"[0.07797627836164157, 0.04167710413603391, 0.013387190938968754, 0.8669594265633559]"
3,3,"[0.09622951028980722, 0.029501001907369855, 0.0025057517596553014, 0.8717637360431676]"
1,1,"[0.25571186000722446, 0.5283198819945649, 0.08671603346285615, 0.12925222453535432]"
3,3,"[0.1618461891497996, 0.08911736781518421, 0.026779941808034936, 0.7222565012269814]"
2,2,"[0.012335546054605462, 0.0026644539453945393, 0.9841666666666666, 0.0008333333333333334]"
1,1,"[0.037514237133893714, 0.9474857628661063, 0.004166666666666667, 0.010833333333333334]"
0,2,"[0.1801821369571174, 0.11568120578563276, 0.36563698095628044, 0.33849967630096933]"
1,1,"[0.06141313771242494, 0.7873347411022271, 0.11474815056769236, 0.036503970617655535]"
0,0,"[0.45607517735719444, 0.08058036247260211, 0.032490463643661836, 0.4308539965265416]"
3,3,"[0.03276100283011154, 0.33641308032550515, 0.0025158070539684357, 0.6283101097904149]"
3,3,"[0.07325740376589784, 0.0733126300416678, 0.019166666666666665, 0.834263299525768]"
0,0,"[0.8219135679327675, 0.07847247389140587, 0.09128062484249327, 0.008333333333333333]"
0,0,"[0.7750772119400697, 0.11583333333333333, 0.03833333333333333, 0.0707561213932636]"
0,0,"[0.9875307950192058, 0.009937953235831331, 0.0020773837048303203, 0.0004538680401324859]"
3,3,"[0.26433941642348474, 0.14503428543633182, 0.04169423932986725, 0.5489320588103161]"
2,2,"[0.10273017721840706, 0.052710311923283175, 0.6159040410362304, 0.2286554698220794]"
0,0,"[0.7102028052346809, 0.026842022804659832, 0.2013536405790062, 0.06160153138165282]"
0,0,"[0.7562856392484983, 0.11943348990839361, 0.05399778213051621, 0.07028308871259187]"
1,0,"[0.4916626106882439, 0.3879794200099305, 0.11119130263515885, 0.009166666666666667]"
1,1,"[0.26446863724612146, 0.38024414104998283, 0.10496632908984233, 0.25032089261405344]"
1,1,"[0.1631553840512061, 0.7536533675106382, 0.05216677788667345, 0.03102447055148246]"
3,3,"[0.1026570862322385, 0.20589313366517698, 0.06442079742659344, 0.627028982675991]"
0,0,"[0.9673473029305449, 0.00921469861407103, 0.005936012113832561, 0.017501986341551423]"
2,2,"[0.05879638026229133, 0.013073952879581153, 0.9239630001914607, 0.004166666666666667]"
3,3,"[0.008655597408732982, 0.005973632051618582, 3.826427801196444e-05, 0.9853325062616364]"
0,0,"[0.8287754879930812, 0.07455784534025217, 0.008333333333333333, 0.08833333333333333]"
1,1,"[0.01683475566730301, 0.9635173408597696, 0.012271435589912224, 0.007376467883015282]"
3,3,"[0.05729732260264233, 0.06659777474619125, 0.012163848301376014, 0.8639410543497907]"
0,0,"[0.9659924451031331, 0.014637829763528582, 0.009570055220233093, 0.009799669913105371]"
0,0,"[0.9958294934217844, 0.004170506578215645, 0.0, 0.0]"
2,2,"[0.006028755697798468, 0.004166666666666667, 0.9866666666666667, 0.003137910968868199]"
2,2,"[0.05815058792752751, 0.020833333333333332, 0.9168354452829824, 0.004180633456156538]"
0,0,"[0.9004738095820732, 0.03629867559546616, 0.004179018970697386, 0.05904849585176322]"
0,0,"[0.9705926389084449, 0.009872035552056568, 0.004458189160990684, 0.015077136378507773]"
1,3,"[0.06551328235813504, 0.19949806593709554, 0.030374479862729658, 0.7046141718420397]"
0,1,"[0.24534376780253458, 0.4323511903956609, 0.06832575828342433, 0.2539792835183801]"
2,2,"[0.2664158882709932, 0.24336807809934163, 0.4724116000568417, 0.01780443357282362]"
2,2,"[0.01878813615155065, 0.007240619546247819, 0.9733333333333334, 0.0006379109688681991]"
0,0,"[0.9419593790735242, 0.016724731192318945, 0.0034543684223767197, 0.03786152131177982]"
3,3,"[0.14079183018832514, 0.23026729454654343, 0.02019284961185491, 0.6087480256532766]"
0,0,"[0.5549295297995289, 0.22821291403956398, 0.02519272960405708, 0.19166482655685]"
0,0,"[0.6742025820960961, 0.13261157337023724, 0.04274433403616466, 0.15044151049750207]"
2,2,"[0.08771221008504063, 0.006666666666666667, 0.9022738231254696, 0.003347300122823205]"
3,3,"[0.12396704001730287, 0.0657681065805591, 0.04094081039042044, 0.7693240430117175]"
2,2,"[0.08887425562357686, 0.055038076178089645, 0.8363502703039313, 0.019737397894401876]"
0,0,"[0.7706202623906705, 0.11416666666666667, 0.04771307094266278, 0.0675]"
0,0,"[0.9766389909241237, 0.005, 0.016694342409209677, 0.0016666666666666668]"
0,0,"[0.9991372629880216, 2.9403678644949742e-05, 0.0008333333333333334, 0.0]"
2,2,"[0.019166666666666665, 0.006666666666666667, 0.9725, 0.0016666666666666668]"
3,3,"[0.00938491616704073, 0.014381689389895402, 0.0100100904069638, 0.9662233040361]"
0,0,"[0.8701620553138983, 0.12261430060058484, 0.0030392115730408786, 0.004184432512475519]"
0,0,"[0.9358333333333333, 0.024166666666666666, 0.02666666666666667, 0.013333333333333334]"
0,0,"[0.6371420189298717, 0.2635062033291916, 0.008392879594729445, 0.0909588981462072]"
2,2,"[0.1966985475938927, 0.06419871007223575, 0.7248031536505998, 0.01429958868327162]"
3,3,"[0.16223499104458727, 0.03861826474161475, 0.03447044425646349, 0.7646762999573343]"
1,0,"[0.43571096823352945, 0.37668142149042905, 0.048692109369142866, 0.13891550090689866]"
0,0,"[0.9775569840669687, 0.01059317422864775, 0.009946160919239807, 0.0019036807851439729]"
0,1,"[0.2761264711180832, 0.38552961058622015, 0.25846317579888894, 0.07988074249680774]"
1,1,"[0.3900526502268125, 0.5708852276501284, 0.022343549377442075, 0.016718572745617055]"
0,0,"[0.8566216388327753, 0.09029352571800196, 0.026323120667687324, 0.026761714781535478]"
1,1,"[0.2833925644022099, 0.5157741022644569, 0.12083333333333333, 0.08]"
3,3,"[0.3635532471485459, 0.12898046465183174, 0.10184483069956224, 0.4056214575000601]"
2,2,"[0.009359604712296757, 0.003973728621036576, 0.9833333333333333, 0.0033333333333333335]"
1,1,"[0.01865792406129866, 0.9601996514272015, 0.004967583137040866, 0.016174841374458647]"
1,0,"[0.4449101789227393, 0.2303605013962297, 0.09833333333333333, 0.22639598634769764]"
0,0,"[0.9040254610248815, 0.07166666666666667, 0.023333333333333334, 0.0009745389751186107]"
0,0,"[0.4125725738710597, 0.3975267242751764, 0.11199439039783789, 0.07790631145592607]"
0,0,"[0.9777815776091809, 0.011155827832511947, 0.003383659304078538, 0.00767893525422861]"
0,0,"[0.9006917891175279, 0.04330610286900486, 0.03752725831974068, 0.018474849693726366]"
3,3,"[0.3207299541544948, 0.2998650021351185, 0.027990814479050517, 0.35141422923133625]"
0,0,"[0.980313974525908, 0.008659275535996686, 0.0050748117772473214, 0.005951938160847834]"
2,2,"[0.32240178752471155, 0.20780664396956441, 0.4584449427761776, 0.011346625729546346]"
0,0,"[1.0, 0.0, 0.0, 0.0]"
0,0,"[0.859186307488891, 0.027515765667187247, 0.019166666666666665, 0.09413126017725512]"
0,0,"[0.9996571052085519, 0.0001465269159144999, 7.962624277799928e-05, 0.00011674163275575185]"
3,3,"[0.052822191615961994, 0.044750820251680264, 0.010259278975116635, 0.8921677091572411]"
1,1,"[0.38124324260458753, 0.47833366726667265, 0.020875453152765868, 0.119547636975974]"
1,1,"[0.2467453666931427, 0.6282546333068573, 0.06416666666666666, 0.060833333333333336]"
0,0,"[0.6522090746844046, 0.1747853071684407, 0.147274691820943, 0.025730926326211812]"
0,0,"[0.8333333333333334, 0.0175, 0.145, 0.004166666666666667]"
0,0,"[0.8989170749990835, 0.011666666666666667, 0.0744162583342499, 0.015]"
3,3,"[0.029894545212058615, 0.0163235369300815, 0.015915689202923917, 0.9378662286549362]"
0,0,"[0.9710765108741533, 0.0052750665809568305, 1.0536602208694302e-05, 0.02363788594268136]"
1,0,"[0.4394496403393222, 0.2906543306982781, 0.1083402851199697, 0.16155574384242982]"
0,0,"[0.6006688793879388, 0.16016445394539455, 0.08416666666666667, 0.155]"
3,1,"[0.24116185519810202, 0.35493748893278143, 0.2622339892024499, 0.14166666666666666]"
3,3,"[0.0007992398875777029, 0.002173651511505872, 0.00016778637583997374, 0.9968593222250767]"
2,2,"[0.12509117021566318, 0.030833333333333334, 0.8024088297843367, 0.041666666666666664]"
1,1,"[0.2095637445183237, 0.7065469693875218, 0.07112933160388216, 0.012759954490272321]"
0,0,"[0.9833207216690539, 0.01251261166427951, 0.0025, 0.0016666666666666668]"
1,1,"[0.021698459316742764, 0.9591348740165906, 0.0008333333333333334, 0.018333333333333333]"
0,0,"[0.8564910631178781, 0.039553043231825506, 0.10057352700977142, 0.0033823666405250496]"
3,3,"[0.09551196474262484, 0.34761668095651627, 0.014166666666666666, 0.5427046876341922]"
1,0,"[0.5768230929190581, 0.22616109749469018, 0.07231613569579516, 0.12469967389045664]"
0,0,"[0.9939196188491871, 0.002710697808062418, 0.001703016676083886, 0.0016666666666666668]"
0,0,"[0.923974592680961, 0.04490869541520021, 0.016950045237172032, 0.014166666666666666]"
0,0,"[0.9999743807258323, 1.5082671958955174e-05, 1.0536602208694302e-05, 0.0]"
2,2,"[0.005032885274919793, 0.006633781391746875, 0.9875, 0.0008333333333333334]"
0,1,"[0.1654771165461716, 0.700123786309642, 0.022366763784308356, 0.11203233335987814]"
0,0,"[0.786232422261834, 0.16916666666666666, 0.03916666666666667, 0.00543424440483264]"
0,0,"[0.8208333333333333, 0.0425, 0.10666666666666667, 0.03]"
0,0,"[0.9983333333333333, 0.0, 0.0008333333333333334, 0.0008333333333333334]"
2,2,"[0.02844444788957574, 0.024166666666666666, 0.9358905880136061, 0.011498297430151285]"
3,3,"[0.118589572538662, 0.050176987949644376, 0.03357592598337958, 0.797657513528314]"
0,0,"[0.9623956068817748, 0.006719327326023943, 0.0018226799636407007, 0.02906238582856043]"
0,0,"[0.9675, 0.0175, 0.010833333333333334, 0.004166666666666667]"
3,0,"[0.48379299751238136, 0.10505447344772553, 0.03167824417087214, 0.37947428486902085]"
0,0,"[1.0, 0.0, 0.0, 0.0]"
1,1,"[0.191729010989011, 0.4533333333333333, 0.30660432234432233, 0.04833333333333333]"
1,1,"[0.08893837009146158, 0.8873982033485929, 0.016048632856577434, 0.007614793703368299]"
2,0,"[0.5502395733587536, 0.2878816358738359, 0.12904527699103027, 0.0328335137763801]"
0,0,"[0.8038889888737589, 0.02832027574349827, 0.015833333333333335, 0.15195740204940955]"
0,0,"[0.7641666666666667, 0.05583333333333333, 0.11, 0.07]"
1,1,"[0.1509838620954628, 0.49895941735423804, 0.28052163976465083, 0.06953508078564835]"
0,0,"[0.9093388921719908, 0.040855056579100296, 0.034440883338636014, 0.015365167910272823]"
1,1,"[0.27172394635167135, 0.5817738731468518, 0.007553160371737649, 0.1389490201297392]"
1,1,"[0.13009924212300036, 0.7018738852953738, 0.0628458618640319, 0.10518101071759402]"
0,0,"[0.9941666666666666, 0.0033333333333333335, 0.0008333333333333334, 0.0016666666666666668]"
3,3,"[0.12202288709535739, 0.03339443293892643, 0.013333333333333334, 0.8312493466323828]"
0,0,"[0.9925, 0.0033333333333333335, 0.0016666666666666668, 0.0025]"
0,0,"[0.7033538673864791, 0.13682446879108073, 0.020898529732019052, 0.1389231340904211]"
0,0,"[0.9259241161412303, 0.02490921719210315, 0.024166666666666666, 0.025]"
1,1,"[0.007846991673476736, 0.9843889948328611, 0.005101533407564391, 0.0026624800860976785]"
2,2,"[0.027545902829274733, 0.0025, 0.9682734637145688, 0.0016806334561565383]"
2,2,"[0.16841211054226618, 0.09214889213405757, 0.7252499336666722, 0.014189063657004022]"
3,3,"[0.11846156752437736, 0.010895902435998715, 0.023339085092988637, 0.8473034449466355]"
2,2,"[0.20151991578605913, 0.33442620313618915, 0.39333647612178635, 0.07071740495596546]"
2,2,"[0.25666666666666665, 0.058333333333333334, 0.6733333333333333, 0.011666666666666667]"
0,0,"[0.7549836303102825, 0.1314699654137215, 0.046879737609329446, 0.06666666666666667]"
1,1,"[0.06333333333333334, 0.9066666666666666, 0.011666666666666667, 0.018333333333333333]"
0,0,"[0.9075, 0.050833333333333335, 0.03333333333333333, 0.008333333333333333]"
0,0,"[0.8026916144085773, 0.06343276889451298, 0.09916666666666667, 0.03470895003024305]"
3,0,"[0.5595199519479134, 0.0414394237481305, 0.0625, 0.3365406243039562]"
2,0,"[0.341620356586596, 0.16130284391319943, 0.21309310438089424, 0.2839836951193104]"
1,1,"[0.3670189222275202, 0.4315180775810189, 0.062296333524794176, 0.13916666666666666]"
1,1,"[0.003482511440862007, 0.9956313855687796, 0.0008528996603200643, 3.3203330038287986e-05]"
0,0,"[0.9965536943763432, 0.0025955213657553435, 0.0008507842579014556, 0.0]"
0,0,"[0.983244427727672, 0.012009611789614974, 0.0004717773737935743, 0.00427418310891959]"
2,2,"[0.004166666666666667, 0.0025, 0.9916666666666667, 0.0016666666666666668]"
1,1,"[0.18967514972354707, 0.6504453167392075, 0.0607646775727, 0.09911485596454585]"
1,1,"[0.0898946109293477, 0.8364891939334064, 0.011284959769728075, 0.06233123536751807]"
0,0,"[0.8941305243723522, 0.029166666666666667, 0.019166666666666665, 0.05753614229431449]"
1,1,"[0.11797190148189216, 0.6993541502922072, 0.08382864705760745, 0.09884530116829335]"
1,1,"[0.08934578002878361, 0.8573622812792028, 0.023009717160423333, 0.03028222153159022]"
1,1,"[0.36833383609882164, 0.4461350117793874, 0.06689758993306115, 0.11863356218872996]"
0,0,"[0.8725, 0.03666666666666667, 0.08166666666666667, 0.009166666666666667]"
2,2,"[0.04, 0.0075, 0.9508333333333333, 0.0016666666666666668]"
0,0,"[0.41764083429018606, 0.30428306728929017, 0.05267504629656503, 0.2254010521239588]"
1,0,"[0.6195097194192581, 0.2764162931796459, 0.032932231997250316, 0.0711417554038458]"
1,0,"[0.6072542649905629, 0.20903963639641948, 0.057012199666476915, 0.1266938989465407]"
0,3,"[0.4123351226334537, 0.007527072755652749, 2.3929808236188155e-05, 0.5801138748026575]"
3,3,"[0.2711103010387664, 0.056546062770830685, 0.04466972779293825, 0.6276739083974646]"
2,2,"[0.017516570089630527, 0.0033333333333333335, 0.9774834299103694, 0.0016666666666666668]"
3,3,"[0.05774207460425728, 0.10691331328598158, 0.005630015005126247, 0.8297145971046349]"
0,0,"[0.9051597722621519, 0.056928795577043965, 0.011666666666666667, 0.026244765494137356]"
1,1,"[0.2699941143664727, 0.5144779711301265, 0.013949358161355356, 0.20157855634204555]"
1,1,"[0.18106169921237636, 0.7777472210927401, 0.014891057844689151, 0.026300021850194512]"
1,1,"[0.19651440347248242, 0.6359880287045931, 0.10771851487602006, 0.05977905294690446]"
2,2,"[0.0016814042114589023, 0.0, 0.9966519291218746, 0.0016666666666666668]"
1,1,"[0.1790565541557399, 0.5822308258033317, 0.09071759773181158, 0.1479950223091166]"
0,0,"[0.9016410473924991, 0.05084841600529229, 0.043343869935542026, 0.004166666666666667]"
0,0,"[0.9584177315105499, 0.03016620112860475, 0.008082734027511996, 0.0033333333333333335]"
1,1,"[0.11760909858327828, 0.8432107584248641, 0.016680142991857536, 0.0225]"
2,2,"[0.06918776241047171, 0.06164557092286162, 0.8558333333333333, 0.013333333333333334]"
0,0,"[0.45366841156087334, 0.2871829618874249, 0.07565712852112533, 0.18349149803057643]"
0,0,"[0.7971800812211358, 0.08111522708258707, 0.08808138470690666, 0.03362330698937038]"
0,0,"[0.9038072381122579, 0.07532377670703545, 0.012145139398899845, 0.008723845781806685]"
0,0,"[0.9800482313138859, 0.012056086060551325, 0.0040406759938598595, 0.0038550066317028196]"
0,0,"[0.9258333333333333, 0.02, 0.034166666666666665, 0.02]"
2,2,"[0.04, 0.0025, 0.9466666666666667, 0.010833333333333334]"
1,1,"[0.09290215022646793, 0.8309512639658052, 0.01645917784921184, 0.05968740795851542]"
2,2,"[0.02161822231830577, 0.003497787278727873, 0.9715506570696331, 0.0033333333333333335]"
3,3,"[0.17249561916224454, 0.00426160660962651, 0.004171005313975165, 0.8190717689141539]"
1,1,"[0.10524731511335417, 0.7306349376511551, 0.05043447261052476, 0.11368327462496614]"
2,2,"[0.22055653789541865, 0.025833333333333333, 0.7400178513422673, 0.013592277428980584]"
2,2,"[0.015099456906221794, 0.015, 0.9682338764271115, 0.0016666666666666668]"
0,0,"[0.5091666666666667, 0.3566666666666667, 0.08583333333333333, 0.04833333333333333]"
3,3,"[0.002369222859751079, 0.0012505610326113527, 0.0011024747988753814, 0.995277741308762]"
0,0,"[0.9083333333333333, 0.029166666666666667, 0.023333333333333334, 0.03916666666666667]"
0,0,"[0.8509784985795918, 0.0567654839887807, 0.07446120934123304, 0.017794808090394458]"
3,1,"[0.30952002397157596, 0.5205583865870774, 0.08878541098059804, 0.081136178460749]"
0,0,"[0.816972431378609, 0.09124310747628617, 0.031276719059639385, 0.06050774208546553]"
2,2,"[0.034730986996387235, 0.0215052082191579, 0.9370831713282983, 0.006680633456156538]"
