True_Label,Predicted_Label,Class_Probabilities
2,2,"[0.0, 0.0, 1.0, 0.0]"
2,2,"[0.011666666666666667, 0.014166666666666666, 0.9633333333333334, 0.010833333333333334]"
0,0,"[0.992496381206534, 0.0016666666666666668, 0.0008369521267992884, 0.005]"
2,2,"[0.004166666666666667, 0.01, 0.9708333333333333, 0.015]"
1,0,"[0.37420651828650825, 0.33007781934492697, 0.20669830054671828, 0.08901736182184655]"
0,3,"[0.25611390519198307, 0.033513071100833014, 0.04644783409217185, 0.6639251896150121]"
0,0,"[0.7154093209328568, 0.07161081982361252, 0.17214652591019736, 0.04083333333333333]"
2,0,"[0.5360747354497355, 0.04083333333333333, 0.3275, 0.09559193121693123]"
2,2,"[0.005, 0.004166666666666667, 0.9883333333333333, 0.0025]"
2,2,"[0.10668532677953758, 0.051666666666666666, 0.7349813398871291, 0.10666666666666667]"
0,0,"[0.8399767736261599, 0.010060375067458176, 0.14829618463971533, 0.0016666666666666668]"
1,3,"[0.27270846506223007, 0.25371598063308115, 0.18509121464268502, 0.2884843396620038]"
2,2,"[0.030833333333333334, 0.011666666666666667, 0.95, 0.0075]"
1,0,"[0.6292177860417674, 0.11307597670665225, 0.13590136799071992, 0.12180486926086061]"
0,0,"[0.9584143717974343, 0.03309201114618638, 0.0059936170563794555, 0.0025]"
2,2,"[0.30120618002407584, 0.07399140763120832, 0.5567123254853553, 0.06809008685936052]"
1,0,"[0.3804464472519894, 0.3435246502850237, 0.08329771064657579, 0.1927311918164111]"
0,0,"[0.8100880732769664, 0.13157859338970024, 0.029166666666666667, 0.029166666666666667]"
3,3,"[0.010238893964893813, 0.006685165777798974, 0.02966344021474081, 0.9534125000425668]"
0,0,"[0.9395639076205413, 0.002936092379458684, 0.05583333333333333, 0.0016666666666666668]"
3,3,"[0.1518630207299984, 0.07343019143595177, 0.06337493106460836, 0.7113318567694416]"
0,0,"[0.8328049835179873, 0.052191397688546866, 0.09000361879346595, 0.025]"
0,0,"[0.9882993983974117, 0.008367268269255074, 0.0016666666666666668, 0.0016666666666666668]"
0,0,"[0.7977571612824645, 0.10377630298626409, 0.06592921783119671, 0.03253731790007473]"
3,3,"[0.0033477156295299007, 0.38387353142464564, 0.030064936362907205, 0.5827138165829171]"
0,0,"[0.7269491448383799, 0.1640937953863274, 0.07474615609380117, 0.03421090368149152]"
0,0,"[0.86, 0.028333333333333332, 0.0475, 0.06416666666666666]"
0,0,"[0.8741880969637742, 0.03166666666666667, 0.06002706219864751, 0.034118174170911675]"
0,0,"[0.7450220570461688, 0.04583333333333333, 0.02666666666666667, 0.18247794295383127]"
1,1,"[0.23583333333333334, 0.7316666666666667, 0.029166666666666667, 0.0033333333333333335]"
0,0,"[0.834299229065229, 0.08903410426810421, 0.04583333333333333, 0.030833333333333334]"
0,0,"[0.9094746722968856, 0.03638444170771757, 0.023340154826544467, 0.030800731168852184]"
0,0,"[0.9526188232418491, 0.02939515453839632, 0.009432371382906188, 0.008553650836848493]"
3,3,"[0.007590046062595239, 0.006666666666666667, 0.005058298497976842, 0.9806849887727613]"
2,2,"[0.005833333333333334, 0.0075, 0.9833333333333333, 0.0033333333333333335]"
1,1,"[0.05767659785799969, 0.6118943499984425, 0.15535929009495658, 0.1750697620486012]"
3,0,"[0.40299856697279796, 0.3526584777724613, 0.027663496432371322, 0.21667945882236936]"
0,0,"[0.8949306940246053, 0.0233415538451176, 0.02506108546361039, 0.056666666666666664]"
0,0,"[0.7463686375386112, 0.04771580977922062, 0.19174888601550147, 0.014166666666666666]"
0,1,"[0.15121007203792156, 0.3516666666666667, 0.1533764387916065, 0.3437468225038053]"
3,3,"[0.14934365455059695, 0.14983706200861904, 0.085, 0.615819283440784]"
0,0,"[0.9875, 0.006666666666666667, 0.005833333333333334, 0.0]"
0,0,"[0.938855648796623, 0.008518466053226724, 0.039292551816816984, 0.013333333333333334]"
2,0,"[0.42764648083067525, 0.27267251661932523, 0.2499975000399137, 0.04968350251008579]"
2,2,"[0.0033333333333333335, 0.0, 0.9958333333333333, 0.0008333333333333334]"
3,3,"[0.07951506487603432, 0.248875445346218, 0.11123463221044257, 0.560374857567305]"
0,0,"[0.8067910241379498, 0.014195423677483474, 0.060863089501405794, 0.11815046268316096]"
0,0,"[0.9983333333333333, 0.0, 0.0008333333333333334, 0.0008333333333333334]"
0,0,"[0.8285329261816251, 0.0475, 0.07730040715170827, 0.04666666666666667]"
0,0,"[0.37667355187952634, 0.12819908221050577, 0.1895354346930367, 0.30559193121693123]"
1,1,"[0.024929002463007416, 0.8104415960904744, 0.04573308730007581, 0.11889631414644238]"
0,0,"[0.9775, 0.015, 0.004166666666666667, 0.0033333333333333335]"
3,3,"[0.18867319577308567, 0.04676267815392207, 0.01084966668501457, 0.7537144593879779]"
0,0,"[0.7233333333333334, 0.0725, 0.12916666666666668, 0.075]"
2,2,"[0.16416666666666666, 0.015833333333333335, 0.8183333333333334, 0.0016666666666666668]"
2,2,"[0.0017025457438345267, 0.0, 0.9982974542561655, 0.0]"
0,0,"[0.6650926238426816, 0.1704518212202321, 0.1325111612705594, 0.031944393666526745]"
2,2,"[0.09833333333333333, 0.02, 0.8358333333333333, 0.04583333333333333]"
0,0,"[0.5341666666666667, 0.14916666666666667, 0.035833333333333335, 0.2808333333333333]"
0,0,"[0.9778265313812614, 0.005843034129121403, 0.015497101156283903, 0.0008333333333333334]"
3,3,"[0.05280954543595799, 0.4051175777789421, 0.09082785432220675, 0.45124502246289305]"
0,0,"[0.8516552559243226, 0.07673225142338781, 0.03250867033824007, 0.03910382231404959]"
2,2,"[0.23033108015223056, 0.09553964340398412, 0.6241432872282977, 0.04998598921548755]"
3,3,"[0.07383380177368674, 0.011584726976390276, 0.023166093238101065, 0.8914153780118219]"
0,0,"[0.6998116196687058, 0.08336527024455229, 0.0862107716979434, 0.13061233838879852]"
0,0,"[0.9616666666666667, 0.0225, 0.013333333333333334, 0.0025]"
1,1,"[0.4297731278896188, 0.4822067190178874, 0.05583333333333333, 0.0321868197591604]"
3,1,"[0.014224159910254452, 0.5100032887384366, 0.2626950824340886, 0.21307746891722038]"
3,3,"[0.027124803194732164, 0.03191501274343265, 0.01853826550838112, 0.922421918553454]"
2,2,"[0.027540420819490586, 0.0125, 0.9225, 0.03745957918050941]"
2,2,"[0.008545426500077124, 0.023954573499922874, 0.9675, 0.0]"
0,0,"[0.7947156899747428, 0.06038812413949069, 0.09072951921910001, 0.05416666666666667]"
2,2,"[0.0013658857971174684, 0.005030189197710875, 0.9936039250051715, 0.0]"
1,1,"[0.05698576889501028, 0.7269920983378372, 0.1396739525181035, 0.07634818024904914]"
2,2,"[0.008333333333333333, 0.0033333333333333335, 0.9866666666666667, 0.0016666666666666668]"
0,0,"[0.6218267556763002, 0.10050985578551894, 0.22349672187151412, 0.05416666666666667]"
0,0,"[0.9899660650640782, 0.006700601602588408, 0.0008333333333333334, 0.0025]"
2,2,"[0.02344626840544018, 0.019091510948222565, 0.9349208271891019, 0.022541393457235367]"
3,3,"[0.057108929419935436, 0.027451030046655268, 0.015236957240056607, 0.9002030832933531]"
0,0,"[0.9213433469744203, 0.035323319692246107, 0.023333333333333334, 0.02]"
2,2,"[0.029166666666666667, 0.025833333333333333, 0.9383333333333334, 0.006666666666666667]"
2,2,"[0.0025, 0.0025, 0.9925, 0.0025]"
0,0,"[0.9115304786018237, 0.035867915896871355, 0.04510160550130484, 0.0075]"
1,1,"[0.010044864265204907, 0.9541218024014618, 0.019166666666666665, 0.016666666666666666]"
0,0,"[0.9948349564796901, 0.004294681146527156, 0.0008703623737828549, 0.0]"
1,3,"[0.02265765935430302, 0.3265947428010542, 0.12057289904371318, 0.5301746988009297]"
0,0,"[0.6489722197720741, 0.27530863471332157, 0.04230863040414498, 0.0334105151104594]"
2,2,"[0.24583333333333332, 0.07083333333333333, 0.64, 0.043333333333333335]"
3,0,"[0.6569510268117126, 0.10333333333333333, 0.0375, 0.20221563985495392]"
3,3,"[0.16053767088620385, 0.06423865759294901, 0.03981096085818378, 0.7354127106626632]"
0,1,"[0.2472248944593117, 0.6820486857799185, 0.020939584576889367, 0.049786835183880294]"
2,2,"[0.0033333333333333335, 0.0033333333333333335, 0.9925, 0.0008333333333333334]"
2,2,"[0.2621824595960333, 0.17782856093979443, 0.5399889794641723, 0.02]"
0,0,"[0.8166498466336608, 0.049837182261213815, 0.09188810709550177, 0.0416248640096237]"
3,3,"[0.14888816823150136, 0.2530938790881017, 0.06616146943495721, 0.5318564832454397]"
0,0,"[0.9841666666666666, 0.013333333333333334, 0.0008333333333333334, 0.0016666666666666668]"
0,0,"[0.3883333333333333, 0.19333333333333333, 0.3775, 0.04083333333333333]"
1,0,"[0.5620144874630729, 0.34343093246703127, 0.049233699656418446, 0.04532088041347743]"
0,0,"[0.9603404151814697, 0.0038262514851969765, 0.035833333333333335, 0.0]"
0,0,"[0.8999396249325419, 0.01922704173412484, 0.0525, 0.028333333333333332]"
2,2,"[0.011666666666666667, 0.0075, 0.98, 0.0008333333333333334]"
2,2,"[0.06520664892495524, 0.034166666666666665, 0.8922933510750446, 0.008333333333333333]"
2,0,"[0.8067486701644916, 0.05127070594281219, 0.12646047080020256, 0.015520153092493737]"
0,0,"[0.6947059115804181, 0.1115999982323301, 0.06183138597520511, 0.13186270421204674]"
0,0,"[0.8133731542860082, 0.01710697013774233, 0.1395198755762495, 0.03]"
0,0,"[0.7987890903920324, 0.04787757627463418, 0.12, 0.03333333333333333]"
2,2,"[0.009166666666666667, 0.014166666666666666, 0.9516666666666667, 0.025]"
1,0,"[0.481451061352308, 0.44851607405129795, 0.05583333333333333, 0.014199531263060715]"
1,1,"[0.01421516334476224, 0.600542307466024, 0.23894455425508065, 0.1462979749341331]"
2,2,"[0.25333333333333335, 0.23833333333333334, 0.42583333333333334, 0.0825]"
2,2,"[0.2000742533188121, 0.02575533736899566, 0.6645116410196339, 0.1096587682925585]"
2,2,"[0.0625, 0.021666666666666667, 0.9083333333333333, 0.0075]"
1,1,"[0.0008333333333333334, 0.98, 0.0016666666666666668, 0.0175]"
3,3,"[0.029206215150053748, 0.09780890960841977, 0.29083333333333333, 0.5821515419081932]"
3,3,"[0.05590323239321198, 0.2044280463072562, 0.17309926986506796, 0.5665694514344639]"
1,1,"[0.29707997873902847, 0.31500173207189114, 0.13046490672041297, 0.2574533824686674]"
3,3,"[0.16286249670988553, 0.02699010076182573, 0.016128620763907486, 0.7940187817643817]"
2,2,"[0.0033333333333333335, 0.0125, 0.9608333333333333, 0.023333333333333334]"
1,0,"[0.5203043605336575, 0.27676730270430727, 0.1445950034287019, 0.058333333333333334]"
1,0,"[0.447541148106817, 0.2342566393335913, 0.1683959773652379, 0.14980623519435382]"
2,2,"[0.08257970692839973, 0.06833333333333333, 0.7790869597382669, 0.07]"
0,0,"[0.9666666666666667, 0.0225, 0.005833333333333334, 0.005]"
3,3,"[0.03008469117800781, 0.03758206387242379, 0.03062891956432481, 0.9017043253852438]"
3,3,"[0.045112777352970534, 0.03950458865910605, 0.18478113048734499, 0.7306015035005784]"
0,0,"[0.5459945815310706, 0.3404967796079643, 0.07260308157416832, 0.040905557286796804]"
0,0,"[0.7148017448045658, 0.08779149095165682, 0.1697361635477568, 0.027670600696020575]"
1,1,"[0.41132706872170827, 0.43456853320021727, 0.030003889812026886, 0.12410050826604764]"
3,3,"[0.056939047343874685, 0.11484241207012003, 0.016172722568928988, 0.8120458180170766]"
2,2,"[0.1200868507676586, 0.015149391510030025, 0.8514304243889781, 0.013333333333333334]"
0,0,"[0.6208333333333333, 0.03333333333333333, 0.32666666666666666, 0.019166666666666665]"
0,0,"[0.933172236859228, 0.013351254640905665, 0.043476508499866236, 0.01]"
1,1,"[0.1723898305305534, 0.5780251880215203, 0.1361698353456161, 0.11341514610231021]"
1,0,"[0.6439192343490175, 0.14176912751278586, 0.08685549550936682, 0.12745614262882984]"
2,2,"[0.047852642313793, 0.05265437407001841, 0.6921973697419508, 0.20729561387423773]"
3,3,"[0.17115052768357492, 0.12083333333333333, 0.3043212685479232, 0.4036948704351686]"
0,0,"[0.691450482885907, 0.0566134030602363, 0.13348649634587023, 0.11844961770798643]"
2,0,"[0.3541967260097244, 0.14252934884949456, 0.2791666666666667, 0.22410725847411436]"
3,3,"[0.2275, 0.25166666666666665, 0.08916666666666667, 0.43166666666666664]"
0,0,"[0.43871110210347636, 0.29380188400389345, 0.12764133919377124, 0.13984567469885884]"
2,2,"[0.26771778754938785, 0.16985923423423424, 0.5485704809933317, 0.01385249722304617]"
3,3,"[0.24696960860806347, 0.05696972779382811, 0.31296493021293065, 0.3830957333851777]"
0,0,"[0.4184332641030218, 0.20244319120806478, 0.1708527458329891, 0.20827079885592437]"
0,0,"[0.9983333333333333, 0.0016666666666666668, 0.0, 0.0]"
2,2,"[0.004180794589790304, 0.009166666666666667, 0.9500224292526752, 0.03663010949086781]"
2,2,"[0.1075, 0.0325, 0.83, 0.03]"
0,0,"[0.9866377117985379, 0.0025159706223311274, 0.0041796509124643316, 0.006666666666666667]"
0,0,"[0.6858333333333333, 0.09, 0.15083333333333335, 0.07333333333333333]"
1,1,"[0.08166666666666667, 0.7858333333333334, 0.07333333333333333, 0.059166666666666666]"
0,0,"[0.8233333333333334, 0.051666666666666666, 0.10833333333333334, 0.016666666666666666]"
2,0,"[0.565, 0.1725, 0.19, 0.0725]"
2,2,"[0.030833333333333334, 0.03, 0.9383333333333334, 0.0008333333333333334]"
0,0,"[0.8105591299019608, 0.04083333333333333, 0.07083333333333333, 0.07777420343137255]"
3,3,"[0.1458864672966655, 0.0763015033058546, 0.08615433846010005, 0.6916576909373798]"
0,0,"[0.7848197896425181, 0.053487699534424206, 0.09431961245674185, 0.06737289836631577]"
0,0,"[0.4883922718594174, 0.14878758633435274, 0.07683417872594553, 0.2859859630802844]"
2,2,"[0.21955085914478228, 0.05004390243181456, 0.576754384822564, 0.15365085360083927]"
3,3,"[0.010847374335998711, 0.010860751582174451, 0.009166666666666667, 0.9691252074151601]"
2,2,"[0.39166666666666666, 0.07083333333333333, 0.5058333333333334, 0.03166666666666667]"
0,0,"[0.7283333333333334, 0.06583333333333333, 0.10416666666666667, 0.10166666666666667]"
0,0,"[0.994024139030008, 0.004259775484369512, 0.001716085485622487, 0.0]"
0,0,"[0.9891490790450346, 0.0008430341291214034, 0.009174553492510626, 0.0008333333333333334]"
2,2,"[0.0, 0.0016666666666666668, 0.9966666666666667, 0.0016666666666666668]"
3,3,"[0.0034402520052535597, 0.0, 5.8298497976842904e-05, 0.9965014494967697]"
1,1,"[0.014536760938025394, 0.780649504150366, 0.01005184187801109, 0.19476189303359745]"
0,3,"[0.2795422587183847, 0.10719434275972801, 0.21256164061701946, 0.40070175790486784]"
1,1,"[0.16571898360066414, 0.5444158734998967, 0.0685088717931448, 0.22135627110629433]"
2,2,"[0.006666666666666667, 0.0033333333333333335, 0.9841666666666666, 0.005833333333333334]"
3,3,"[0.13991549900765296, 0.07910408557882179, 0.09749900288588353, 0.6834814125276419]"
1,1,"[0.08061940866931001, 0.9068441767546066, 0.009203081242750143, 0.0033333333333333335]"
0,0,"[0.8864923046951102, 0.028333333333333332, 0.04184102863822326, 0.043333333333333335]"
0,0,"[0.8879373525026353, 0.018377750913244107, 0.0878515632507873, 0.005833333333333334]"
1,1,"[0.12352427326126399, 0.6142471484765459, 0.09622251108912273, 0.16600606717306735]"
0,0,"[0.9888798236780503, 0.00020794016310891788, 0.007578902825507493, 0.0033333333333333335]"
1,1,"[0.018345021335917443, 0.9741549786640826, 0.006666666666666667, 0.0008333333333333334]"
3,3,"[0.04316098079631058, 0.04354645632868749, 0.10233267325737141, 0.8109598896176304]"
2,2,"[0.0025, 0.004166666666666667, 0.9883333333333333, 0.005]"
2,2,"[0.030097396652783992, 0.010833333333333334, 0.9565559383359241, 0.0025133316779586867]"
1,3,"[0.061703123410585634, 0.23669076360457883, 0.052754450880525924, 0.6488516621043099]"
0,0,"[0.9856030261082299, 0.00741022928254993, 0.0036534112758868525, 0.0033333333333333335]"
0,0,"[0.9, 0.06583333333333333, 0.025, 0.009166666666666667]"
0,0,"[0.9958039297109523, 0.0033591181622485036, 0.0008369521267992884, 0.0]"
1,0,"[0.4253829960238637, 0.40971935817086463, 0.08033301731771456, 0.08456462848755716]"
3,1,"[0.010098486427603644, 0.794755382713501, 0.041260772541852626, 0.15388535831704261]"
0,0,"[0.8232380265819755, 0.14424787487567212, 0.01668076520901916, 0.015833333333333335]"
2,2,"[0.1756515705388573, 0.055181762794476036, 0.755, 0.014166666666666666]"
0,0,"[0.9211262785037695, 0.04469213898326858, 0.01501491584629512, 0.019166666666666665]"
0,0,"[0.44119570401962543, 0.2504709626470413, 0.17916666666666667, 0.12916666666666668]"
0,0,"[0.7987516952902611, 0.02288331020513257, 0.04419832783793956, 0.13416666666666666]"
3,2,"[0.2827444112299895, 0.08775351239769692, 0.40469951588775266, 0.22480256048456093]"
2,2,"[0.021666666666666667, 0.08416666666666667, 0.8491666666666666, 0.045]"
1,1,"[0.30673275627843516, 0.395638577657889, 0.17088977544354575, 0.12673889062013013]"
0,0,"[0.8208401112478354, 0.15082655541883133, 0.018333333333333333, 0.01]"
1,1,"[0.1693401825581559, 0.81132896285134, 0.00924771152249637, 0.010083143068007077]"
0,0,"[0.9512940691199052, 0.007872597546761551, 0.02, 0.020833333333333332]"
3,3,"[0.031625623676742445, 0.04680515110029838, 0.11662213790054139, 0.8049470873224176]"
0,0,"[0.8175, 0.085, 0.06333333333333334, 0.034166666666666665]"
1,1,"[0.15960829058001907, 0.7977020081285611, 0.020207797222351262, 0.02248190406906868]"
0,0,"[0.918555832508705, 0.05092975237266351, 0.029681081785298265, 0.0008333333333333334]"
3,3,"[0.09853618490588761, 0.05788949465564937, 0.036634759882770845, 0.8069395605556923]"
3,3,"[0.0342364812137755, 0.016770397968089226, 0.008436895520257478, 0.9405562252978777]"
2,2,"[0.42038971505309347, 0.0575, 0.46985539309991015, 0.0522548918469963]"
2,2,"[0.05333333333333334, 0.17129941655246875, 0.7033754366051613, 0.07199181350903663]"
0,0,"[0.4796844346673969, 0.24610739051774283, 0.17587484148152696, 0.09833333333333333]"
1,1,"[0.06921680157514766, 0.6620761730137911, 0.21287369207772797, 0.05583333333333333]"
0,0,"[0.9575155324871427, 0.02219261933758737, 0.014458514841936523, 0.005833333333333334]"
3,0,"[0.4917566010432201, 0.1913013725359759, 0.06522145046262486, 0.251720575958179]"
1,1,"[0.1516146381711889, 0.3236797410912984, 0.2910471405618094, 0.2336584801757033]"
0,0,"[0.9241347297554477, 0.046698603577885626, 0.02, 0.009166666666666667]"
0,0,"[0.774871316352636, 0.17262006976120203, 0.04000861388616196, 0.0125]"
0,0,"[0.9991630478732006, 0.0, 3.6187934659550397e-06, 0.0008333333333333334]"
2,2,"[0.004166666666666667, 0.0016666666666666668, 0.9925, 0.0016666666666666668]"
1,1,"[0.07561807411430663, 0.534268407495015, 0.07921649248698746, 0.3108970259036909]"
1,1,"[0.28230242281582524, 0.4643252869919119, 0.11502493514918434, 0.13834735504307868]"
1,0,"[0.46430561037887685, 0.33367267414762136, 0.09006703298975177, 0.11195468248375005]"
0,0,"[0.7861527373911241, 0.06375985075667759, 0.12175407851886505, 0.028333333333333332]"
2,2,"[0.0, 0.0033333333333333335, 0.9966666666666667, 0.0]"
3,3,"[0.10689789954214582, 0.03490601475022356, 0.04043066427811155, 0.8177654214295192]"
0,0,"[0.5500858596695921, 0.10760026297601868, 0.04364452822813168, 0.2986693491262577]"
1,1,"[0.3863423872997723, 0.4709430026514057, 0.06502431701783701, 0.07769029303098501]"
3,3,"[0.05713939856903573, 0.25961459228508443, 0.05589546892240615, 0.6273505402234737]"
0,0,"[0.9999701232466619, 9.700795788070205e-06, 2.0175957549981203e-05, 0.0]"
1,1,"[0.11595735317542061, 0.8559784668299266, 0.011666666666666667, 0.01639751332798601]"
2,2,"[0.005297505370938948, 0.0016666666666666668, 0.9930224962844357, 1.333167795868655e-05]"
2,2,"[0.22646851991877479, 0.1558458716281799, 0.554352275119712, 0.06333333333333334]"
0,0,"[0.9525579357507813, 0.019724447481997233, 0.020217616767221586, 0.0075]"
0,0,"[0.650819538148245, 0.13644844534862746, 0.1368986831697941, 0.07583333333333334]"
2,2,"[0.2734427090132587, 0.12905033252788986, 0.5625069584588515, 0.035]"
1,3,"[0.36335224865350313, 0.09101317878103006, 0.01834410763514499, 0.5272904649303221]"
2,2,"[0.006666666666666667, 0.0008333333333333334, 0.99, 0.0025]"
2,2,"[0.04143906804751694, 0.015, 0.9283717720083062, 0.015189159944176857]"
0,2,"[0.055, 0.024166666666666666, 0.92, 0.0008333333333333334]"
3,3,"[0.14415994176534694, 0.14317312313678157, 0.2346618409330747, 0.4780050941647969]"
0,0,"[0.9991666666666666, 0.0, 0.0, 0.0008333333333333334]"
0,2,"[0.1671329509967558, 0.24264939151003, 0.5510509908265475, 0.03916666666666667]"
0,0,"[0.7542125439919558, 0.09333333333333334, 0.07416666666666667, 0.07828745600804425]"
1,1,"[0.08722850625391596, 0.8600926867288528, 0.011831152905238918, 0.04084765411199227]"
2,2,"[0.0016666666666666668, 0.0016666666666666668, 0.9958333333333333, 0.0008333333333333334]"
2,2,"[0.008333333333333333, 0.0033333333333333335, 0.9825, 0.005833333333333334]"
3,3,"[0.10916552785147977, 0.16920966194979634, 0.05117741381587198, 0.6704473963828521]"
2,2,"[0.1784569069836672, 0.029955135734795094, 0.7740879572815377, 0.0175]"
2,2,"[0.0558830855116355, 0.1184690452597732, 0.7668087036835038, 0.05883916554508749]"
0,0,"[0.6233333333333333, 0.07833333333333334, 0.10916666666666666, 0.18916666666666668]"
1,1,"[0.01767620731006549, 0.9505332142204753, 0.019273219070190035, 0.012517359399269215]"
0,0,"[0.9482525998239252, 0.02002578482891517, 0.02255494868049297, 0.009166666666666667]"
0,0,"[0.6740595667180377, 0.24277567228908226, 0.06983142765954693, 0.013333333333333334]"
3,1,"[0.026092615884923256, 0.6755730788148399, 0.027603098982470844, 0.270731206317766]"
2,2,"[0.020833333333333332, 0.1065259009009009, 0.8038016002206784, 0.06883916554508748]"
2,0,"[0.4386243368989348, 0.14259685810261843, 0.2942454130915597, 0.12453339190688704]"
1,1,"[0.3875, 0.43166666666666664, 0.11583333333333333, 0.065]"
0,0,"[0.999996381206534, 0.0, 3.6187934659550397e-06, 0.0]"
0,0,"[0.9880789057147085, 0.004769977306218533, 0.006212480788518571, 0.0009386361905544245]"
2,2,"[0.0, 0.0, 0.9975, 0.0025]"
2,2,"[0.13501347682730905, 0.01941547331687957, 0.7964043831891446, 0.049166666666666664]"
2,2,"[0.2844876688925781, 0.08542651742334426, 0.5175858136840777, 0.1125]"
0,0,"[0.9276287446269438, 0.06648187793492281, 0.005056044104800174, 0.0008333333333333334]"
2,2,"[0.08028097723815196, 0.08752639988871355, 0.7830259562064678, 0.049166666666666664]"
1,1,"[0.0033438673101968894, 0.9858227993564699, 0.004166666666666667, 0.006666666666666667]"
1,1,"[0.10394941689375391, 0.8534733383126994, 0.028410578126879915, 0.014166666666666666]"
0,0,"[0.7009548427006009, 0.1423784906327324, 0.14166666666666666, 0.015]"
2,2,"[0.010833333333333334, 0.06916666666666667, 0.9033333333333333, 0.016666666666666666]"
0,1,"[0.3234862540405598, 0.45766440377216894, 0.061900846874674245, 0.1569484953125971]"
1,1,"[0.027519837834718376, 0.8616468288319483, 0.06583333333333333, 0.045]"
1,1,"[0.00714123300256628, 0.9885363913902135, 0.0034593854580921633, 0.0008629901491283093]"
0,0,"[0.6369205649571108, 0.20974610170955585, 0.055, 0.09833333333333333]"
3,3,"[0.04503954848338708, 0.07045068000952627, 0.4065419447720643, 0.47796782673502236]"
2,2,"[0.21933596671189734, 0.12891187776062613, 0.536700263904024, 0.11505189162345256]"
3,3,"[0.07487636219356428, 0.025924948369848346, 0.01505686760952947, 0.8841418218270581]"
0,0,"[0.8994911870496212, 0.058725390417361516, 0.040950089199684125, 0.0008333333333333334]"
2,2,"[0.0016666666666666668, 0.0016666666666666668, 0.995, 0.0016666666666666668]"
2,2,"[0.008228834327473938, 0.022649525434200322, 0.8274541905614365, 0.14166744967688924]"
1,1,"[0.11833333333333333, 0.8458333333333333, 0.023333333333333334, 0.0125]"
2,2,"[0.355090387712233, 0.07406722354813047, 0.5533423887396365, 0.0175]"
2,2,"[0.05416666666666667, 0.17309824965111176, 0.6508988102926192, 0.12183627338960236]"
0,0,"[0.9271525119551107, 0.030787657217066514, 0.012059830827822702, 0.03]"
0,1,"[0.20929775504529505, 0.4914321800634568, 0.10836450760445135, 0.19090555728679678]"
1,1,"[0.16471702625678739, 0.809353834947226, 0.02, 0.0059291387959866226]"
2,2,"[0.0175, 0.02666666666666667, 0.8708333333333333, 0.085]"
0,0,"[0.533434671021155, 0.300680697660587, 0.11666666666666667, 0.049217964651591235]"
0,0,"[0.9830385099694484, 0.0018871074760713124, 0.010074382554480349, 0.005]"
1,1,"[0.021288155620191786, 0.9744351873053423, 0.0017766570744662201, 0.0025]"
0,0,"[0.9191666666666667, 0.058333333333333334, 0.014166666666666666, 0.008333333333333333]"
0,0,"[0.8660061934745144, 0.02173457619120189, 0.10725923033428392, 0.005]"
2,2,"[0.01638394691667545, 0.009166666666666667, 0.9611160530833246, 0.013333333333333334]"
2,2,"[0.38422526859282324, 0.09674952119414172, 0.4451815604356934, 0.07384364977734165]"
2,2,"[0.0033333333333333335, 0.0016666666666666668, 0.9925, 0.0025]"
3,2,"[0.1428228213569414, 0.0920364128772928, 0.7134740990990991, 0.051666666666666666]"
2,2,"[0.07206569221720481, 0.0886077925211742, 0.7139382555852313, 0.12538825967638978]"
2,2,"[0.07227493652978403, 0.03648665338334243, 0.7718396694059729, 0.1193987406809006]"
3,3,"[0.32, 0.07416666666666667, 0.035, 0.5708333333333333]"
0,0,"[0.9616478329949196, 0.01668188154494764, 0.01667028546013262, 0.005]"
3,3,"[0.22993272416056137, 0.27091602316413976, 0.12116755625648347, 0.37798369641881524]"
0,0,"[0.9349127817796227, 0.018404255630174903, 0.007516295923535689, 0.03916666666666667]"
0,0,"[0.8149128701997044, 0.08842046313362903, 0.03333333333333333, 0.06333333333333334]"
3,1,"[0.2815895192145617, 0.35354387234963036, 0.07955425271140137, 0.2853123557244066]"
0,0,"[0.8133333333333334, 0.05583333333333333, 0.1075, 0.023333333333333334]"
2,2,"[0.018333333333333333, 0.015, 0.9583333333333334, 0.008333333333333333]"
2,2,"[0.018333333333333333, 0.014166666666666666, 0.9616666666666667, 0.005833333333333334]"
2,2,"[0.0025403369066466118, 0.005833333333333334, 0.9874596630933534, 0.004166666666666667]"
2,2,"[0.32515297328962905, 0.0997625315581563, 0.5259178284855479, 0.049166666666666664]"
0,0,"[0.8938383331633569, 0.036598433435490664, 0.05039656673448573, 0.019166666666666665]"
0,0,"[0.9173751138003007, 0.03092848485934663, 0.02919640134035271, 0.0225]"
